_id;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;treated;ps;ss_pair;wnnem_pair;nn_euk_pair_01;nn_mah_pair_01;psm_02_pair_01;psm_dyn_pair_01;nn_euk_pair_02;nn_mah_pair_02;psm_02_pair_02;psm_dyn_pair_02;nn_euk_pair_03;nn_mah_pair_03;psm_02_pair_03;psm_dyn_pair_03;nn_euk_pair_04;nn_mah_pair_04;psm_02_pair_04;psm_dyn_pair_04;nn_euk_pair_05;nn_mah_pair_05;psm_02_pair_05;psm_dyn_pair_05;nn_euk_pair_06;nn_mah_pair_06;psm_02_pair_06;psm_dyn_pair_06;nn_euk_pair_07;nn_mah_pair_07;psm_02_pair_07;psm_dyn_pair_07;nn_euk_pair_08;nn_mah_pair_08;psm_02_pair_08;psm_dyn_pair_08;nn_euk_pair_09;nn_mah_pair_09;psm_02_pair_09;psm_dyn_pair_09;nn_euk_pair_10;nn_mah_pair_10;psm_02_pair_10;psm_dyn_pair_10
344;0;0;0;0;1;1;0;0;1;1;0;0,4037291246934685;737,0;973,0;269,0;269,0;549,0;737,0;973,0;737,0;549,0;737,0;269,0;359,0;549,0;549,0;269,0;269,0;549,0;549,0;269,0;86,0;737,0;737,0;973,0;359,0;737,0;549,0;269,0;737,0;549,0;737,0;269,0;737,0;737,0;737,0;269,0;973,0;737,0;549,0;973,0;973,0;549,0;549,0
345;1;0;0;1;1;1;1;1;0;0;0;0,3148150364712327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;0;0;1;1;1;1;0;1;1;0;1;0,4318520812360749;;41,0;41,0;41,0;;304,0;41,0;428,0;;503,0;41,0;428,0;304,0;304,0;41,0;41,0;304,0;340,0;428,0;41,0;304,0;216,0;41,0;428,0;;304,0;41,0;41,0;;340,0;41,0;428,0;503,0;870,0;41,0;428,0;;340,0;428,0;41,0;503,0;503,0
347;1;1;0;1;0;1;1;1;0;0;0;0,31198757625316753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;0;1;1;1;0;1;1;1;0;0;1;0,31705153349039034;146,0;733,0;733,0;146,0;733,0;733,0;733,0;146,0;733,0;733,0;733,0;146,0;733,0;733,0;733,0;146,0;733,0;733,0;733,0;146,0;733,0;733,0;733,0;146,0;733,0;733,0;733,0;146,0;733,0;733,0;733,0;146,0;733,0;733,0;733,0;146,0;733,0;733,0;733,0;146,0;733,0;733,0
349;1;0;0;0;1;1;1;1;1;0;0;0,4422341275744157;;623,0;623,0;297,0;412,0;93,0;623,0;297,0;93,0;227,0;623,0;297,0;412,0;412,0;623,0;297,0;48,0;703,0;147,0;297,0;93,0;93,0;623,0;712,0;412,0;48,0;623,0;297,0;93,0;93,0;623,0;297,0;703,0;412,0;623,0;147,0;673,0;412,0;623,0;297,0;93,0;412,0
350;0;0;1;0;1;1;1;0;1;1;1;0,4262357911674348;334,0;334,0;334,0;334,0;334,0;888,0;334,0;334,0;334,0;334,0;749,0;334,0;334,0;334,0;749,0;334,0;334,0;334,0;749,0;334,0;334,0;334,0;749,0;334,0;334,0;334,0;334,0;334,0;334,0;334,0;334,0;334,0;334,0;334,0;116,0;334,0;334,0;334,0;334,0;334,0;334,0;334,0
351;0;1;0;1;0;0;1;1;1;0;1;0,4097158127685189;;640,0;640,0;247,0;248,0;248,0;501,0;247,0;248,0;248,0;501,0;247,0;248,0;248,0;501,0;247,0;248,0;248,0;640,0;247,0;248,0;248,0;380,0;247,0;248,0;248,0;501,0;247,0;248,0;248,0;501,0;247,0;248,0;248,0;640,0;247,0;248,0;248,0;501,0;247,0;248,0;248,0
352;0;0;1;0;0;1;0;1;1;0;0;0,4637388193581271;;227,0;177,0;462,0;;133,0;;462,0;;827,0;133,0;462,0;;584,0;177,0;462,0;;776,0;177,0;462,0;;252,0;177,0;462,0;;171,0;177,0;462,0;;309,0;177,0;462,0;;474,0;;462,0;;939,0;177,0;462,0;;848,0
353;1;0;0;1;0;1;0;1;1;1;0;0,4999553913233941;;807,0;;184,0;;171,0;;133,0;;396,0;807,0;184,0;;515,0;807,0;848,0;;545,0;;184,0;;379,0;807,0;184,0;;515,0;807,0;184,0;;515,0;133,0;133,0;;515,0;807,0;184,0;;427,0;;184,0;;297,0
354;1;0;1;1;0;1;1;1;1;0;1;0,4724650666591874;;132,0;566,0;566,0;663,0;197,0;638,0;267,0;;663,0;566,0;638,0;966,0;966,0;566,0;355,0;770,0;770,0;566,0;638,0;770,0;663,0;566,0;638,0;770,0;663,0;638,0;638,0;663,0;74,0;638,0;267,0;;663,0;566,0;355,0;663,0;105,0;267,0;267,0;770,0;857,0
355;1;0;1;1;0;1;0;1;1;0;0;0,4646215948841956;;184,0;807,0;807,0;;918,0;807,0;807,0;;698,0;910,0;45,0;;846,0;910,0;354,0;;677,0;807,0;807,0;;784,0;910,0;848,0;;159,0;910,0;45,0;;403,0;807,0;807,0;;807,0;910,0;354,0;;677,0;807,0;807,0;;767,0
356;1;0;1;0;0;0;1;0;0;1;1;0,32649774190378805;;970,0;158,0;812,0;627,0;627,0;158,0;812,0;627,0;627,0;158,0;158,0;627,0;627,0;158,0;158,0;627,0;627,0;158,0;158,0;627,0;627,0;158,0;158,0;627,0;627,0;158,0;158,0;627,0;627,0;158,0;812,0;627,0;627,0;158,0;158,0;627,0;627,0;158,0;158,0;627,0;627,0
357;1;1;1;1;0;0;1;1;0;1;0;0,360131177813495;;;;657,0;;;;;;;;717,0;;;;;;;;657,0;;;;657,0;;;;;;;;717,0;;;;717,0;;;;35,0;;
358;1;0;0;1;1;0;1;1;1;0;1;0,4220745444364975;194,0;194,0;194,0;458,0;458,0;458,0;194,0;458,0;458,0;458,0;194,0;458,0;458,0;458,0;194,0;458,0;458,0;458,0;194,0;458,0;458,0;458,0;194,0;194,0;458,0;458,0;194,0;458,0;458,0;458,0;194,0;194,0;458,0;458,0;194,0;458,0;458,0;458,0;194,0;458,0;458,0;458,0
359;0;0;0;0;1;1;1;0;1;1;1;0,4113344262924787;;399,0;399,0;720,0;182,0;182,0;256,0;747,0;182,0;182,0;334,0;344,0;182,0;182,0;334,0;468,0;182,0;182,0;334,0;720,0;182,0;182,0;334,0;344,0;182,0;182,0;256,0;399,0;182,0;182,0;399,0;747,0;182,0;182,0;334,0;399,0;182,0;182,0;399,0;720,0;182,0;182,0
360;1;1;1;1;1;1;1;1;1;0;1;0,42237950230969196;37,0;37,0;632,0;199,0;37,0;37,0;199,0;28,0;37,0;37,0;132,0;199,0;37,0;37,0;37,0;199,0;37,0;37,0;132,0;199,0;37,0;37,0;132,0;28,0;37,0;37,0;132,0;132,0;37,0;37,0;37,0;132,0;37,0;37,0;37,0;199,0;37,0;37,0;132,0;37,0;37,0;37,0
361;0;0;1;1;0;0;0;1;0;1;1;0,3690997925788102;168,0;113,0;113,0;168,0;168,0;168,0;168,0;168,0;168,0;454,0;113,0;168,0;168,0;168,0;113,0;168,0;168,0;168,0;113,0;168,0;113,0;454,0;168,0;168,0;168,0;168,0;113,0;168,0;168,0;168,0;168,0;168,0;168,0;168,0;113,0;168,0;454,0;168,0;113,0;168,0;168,0;168,0
362;0;0;0;0;0;1;0;1;0;0;0;0,3278464888390561;;;;225,0;;;;225,0;;;;225,0;;;;225,0;;;;225,0;;;;;;;;225,0;;;;;;;;225,0;;;;225,0;;
363;0;0;0;1;0;1;1;0;0;1;1;0,3080515004527835;;1,0;825,0;825,0;825,0;828,0;447,0;80,0;333,0;333,0;447,0;80,0;825,0;825,0;825,0;825,0;825,0;333,0;447,0;234,0;825,0;825,0;825,0;825,0;333,0;825,0;447,0;80,0;825,0;825,0;447,0;936,0;333,0;825,0;825,0;80,0;825,0;333,0;447,0;825,0;825,0;333,0
364;1;1;0;1;0;1;0;1;0;0;0;0,3052665858849131;;;;;667,0;667,0;;;667,0;667,0;;;667,0;667,0;;;667,0;667,0;;;667,0;667,0;;;667,0;667,0;;;667,0;667,0;;325,0;667,0;667,0;;;667,0;667,0;;;667,0;667,0
365;0;1;0;1;1;1;1;0;0;1;0;0,2665874283707033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
366;1;1;0;1;1;1;1;0;1;0;0;0,33947133161080256;694,0;694,0;694,0;694,0;694,0;16,0;694,0;694,0;16,0;694,0;694,0;694,0;838,0;694,0;694,0;596,0;694,0;83,0;694,0;694,0;694,0;16,0;694,0;694,0;694,0;838,0;694,0;694,0;336,0;838,0;694,0;556,0;694,0;694,0;694,0;694,0;838,0;694,0;694,0;694,0;694,0;114,0
367;0;1;1;0;0;0;0;1;0;0;0;0,30732794215599113;;;;;728,0;475,0;;;475,0;922,0;;;728,0;922,0;;;475,0;475,0;;;475,0;728,0;;;475,0;922,0;;;475,0;922,0;;;728,0;922,0;;;728,0;922,0;;;475,0;728,0
368;1;0;0;1;1;0;0;0;0;0;0;0,24074669695948045;;;;;;;;;;;;;;;;;;;;;;;;;;;909,0;;;;909,0;;;;;;;;;;;
369;1;0;0;0;1;0;1;1;0;1;0;0,3569348832796614;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;35,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;548,0;143,0;143,0;143,0;143,0;143,0;143,0;143,0;548,0;143,0;143,0
370;0;1;1;1;1;0;1;1;1;1;0;0,4511742431351322;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;18,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0;555,0
371;1;1;0;0;1;0;0;1;0;0;0;0,28273394101160343;;;;;652,0;646,0;548,0;998,0;652,0;652,0;;;652,0;652,0;;280,0;570,0;646,0;;998,0;777,0;570,0;;998,0;652,0;646,0;;998,0;652,0;646,0;548,0;;652,0;652,0;;998,0;49,0;646,0;;998,0;652,0;652,0
372;1;1;1;1;0;1;0;0;1;1;1;0,4162186665826985;;615,0;270,0;923,0;390,0;390,0;850,0;850,0;24,0;219,0;923,0;850,0;219,0;380,0;923,0;21,0;219,0;219,0;850,0;615,0;219,0;749,0;615,0;850,0;394,0;219,0;586,0;923,0;394,0;219,0;923,0;850,0;394,0;219,0;615,0;850,0;390,0;749,0;923,0;615,0;394,0;394,0
373;1;0;0;1;1;0;0;1;0;0;1;0,2979293216661976;68,0;945,0;945,0;945,0;68,0;68,0;945,0;945,0;581,0;960,0;945,0;945,0;945,0;68,0;945,0;945,0;68,0;68,0;945,0;945,0;68,0;68,0;945,0;945,0;68,0;68,0;945,0;945,0;945,0;68,0;945,0;945,0;68,0;68,0;945,0;945,0;68,0;68,0;945,0;945,0;68,0;945,0
374;1;1;0;1;1;1;0;1;1;1;1;0,4494384040204485;;565,0;565,0;586,0;755,0;755,0;565,0;708,0;116,0;116,0;331,0;708,0;116,0;116,0;443,0;586,0;755,0;116,0;708,0;586,0;116,0;755,0;565,0;586,0;116,0;12,0;565,0;331,0;755,0;116,0;443,0;565,0;116,0;116,0;443,0;419,0;755,0;755,0;565,0;419,0;755,0;116,0
375;1;0;0;1;1;0;0;1;0;1;0;0,3420032155052521;;;316,0;;902,0;877,0;316,0;;877,0;902,0;316,0;;902,0;902,0;316,0;;877,0;902,0;316,0;;902,0;902,0;316,0;;877,0;877,0;316,0;;902,0;902,0;316,0;;902,0;902,0;316,0;;902,0;902,0;316,0;;902,0;902,0
376;0;1;0;0;0;0;1;1;1;0;1;0,4180089434111755;;608,0;409,0;557,0;773,0;810,0;315,0;557,0;810,0;810,0;997,0;557,0;810,0;810,0;292,0;431,0;773,0;773,0;997,0;557,0;773,0;810,0;292,0;557,0;773,0;773,0;292,0;431,0;749,0;773,0;997,0;557,0;810,0;749,0;292,0;431,0;773,0;773,0;292,0;431,0;773,0;810,0
377;1;0;0;0;1;0;0;1;0;0;0;0,3051293907094253;;;;;;;;;;;;830,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
378;1;1;1;0;1;0;0;0;0;0;0;0,2384625597026589;;;;;;;;288,0;;;;;;;;;;;;;;;;;;;;288,0;;;;;;;;;;;;;;
379;0;0;1;0;0;0;1;1;1;1;1;0,5102541271246389;672,0;672,0;284,0;804,0;672,0;672,0;284,0;672,0;672,0;19,0;284,0;672,0;;672,0;672,0;672,0;709,0;544,0;284,0;672,0;672,0;353,0;672,0;672,0;672,0;544,0;804,0;672,0;672,0;672,0;672,0;672,0;672,0;709,0;672,0;102,0;;672,0;284,0;672,0;;210,0
380;1;1;0;1;0;0;1;1;1;0;0;0,41887266318430894;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;372,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;351,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0;445,0
381;1;1;1;1;1;0;0;0;0;0;0;0,2323096853452964;;;;;493,0;493,0;;;493,0;493,0;;;493,0;493,0;;;493,0;493,0;;;493,0;493,0;;;493,0;493,0;;;493,0;493,0;;;493,0;493,0;;;493,0;493,0;;;493,0;493,0
382;1;0;1;1;1;0;1;0;0;0;0;0,2581004372540961;;533,0;;;;;;;;;;;;;;533,0;;;;;;;;;;;;;;;;;;;;;;;;;;
383;1;0;0;0;1;1;0;1;1;1;1;0,4848043868252941;;544,0;833,0;231,0;997,0;231,0;231,0;231,0;231,0;889,0;393,0;231,0;231,0;889,0;833,0;393,0;;231,0;231,0;231,0;997,0;231,0;833,0;393,0;231,0;997,0;833,0;393,0;997,0;889,0;231,0;393,0;997,0;231,0;231,0;231,0;;997,0;231,0;393,0;;231,0
384;0;1;1;0;1;0;1;1;0;0;0;0,2940171479033916;;511,0;511,0;511,0;;;511,0;511,0;;;511,0;511,0;;;511,0;511,0;;;511,0;511,0;;;511,0;511,0;;;511,0;511,0;;;511,0;511,0;;;511,0;511,0;;;511,0;511,0;;
385;0;0;0;1;0;1;0;1;1;0;0;0,4401104762830242;48,0;48,0;48,0;48,0;48,0;48,0;177,0;48,0;951,0;48,0;177,0;48,0;48,0;227,0;48,0;48,0;951,0;48,0;473,0;338,0;48,0;48,0;48,0;225,0;673,0;673,0;473,0;48,0;48,0;227,0;473,0;225,0;48,0;910,0;177,0;338,0;48,0;48,0;473,0;338,0;48,0;48,0
386;0;0;0;1;1;0;0;1;1;1;0;0,4549471125566367;322,0;322,0;322,0;322,0;211,0;322,0;322,0;322,0;211,0;211,0;322,0;322,0;211,0;322,0;322,0;322,0;211,0;211,0;322,0;322,0;322,0;211,0;322,0;322,0;322,0;322,0;322,0;322,0;211,0;211,0;322,0;322,0;211,0;322,0;322,0;322,0;211,0;322,0;322,0;322,0;211,0;211,0
387;0;1;0;0;0;1;0;1;0;1;0;0,3490780571151397;;684,0;;684,0;397,0;339,0;;684,0;392,0;606,0;;684,0;606,0;606,0;;684,0;606,0;588,0;;684,0;684,0;588,0;;684,0;588,0;684,0;;684,0;588,0;606,0;;684,0;684,0;392,0;;684,0;684,0;392,0;;684,0;588,0;397,0
388;1;1;0;1;1;0;1;0;0;0;0;0,22705042327503466;;;50,0;50,0;;;50,0;50,0;;;50,0;50,0;;;50,0;50,0;;;50,0;50,0;;;50,0;50,0;;;50,0;50,0;;;50,0;50,0;;;50,0;50,0;;;50,0;50,0;;
389;0;0;0;1;1;1;0;0;1;1;0;0,3955267625171984;86,0;86,0;86,0;86,0;98,0;98,0;86,0;392,0;86,0;86,0;86,0;86,0;86,0;862,0;392,0;392,0;86,0;98,0;86,0;392,0;86,0;86,0;86,0;86,0;98,0;86,0;86,0;86,0;862,0;862,0;86,0;86,0;86,0;86,0;86,0;392,0;86,0;86,0;392,0;392,0;86,0;862,0
390;1;0;0;1;0;0;0;0;1;1;0;0,4159149539664061;;;;;372,0;372,0;;;166,0;94,0;;;328,0;320,0;;;169,0;94,0;;;328,0;320,0;;;320,0;473,0;;;792,0;166,0;;;320,0;328,0;;;372,0;328,0;;;328,0;473,0
391;1;1;0;0;1;0;0;0;1;0;1;0,3293917815399517;96,0;96,0;96,0;669,0;96,0;96,0;96,0;96,0;96,0;96,0;96,0;669,0;96,0;96,0;96,0;669,0;96,0;96,0;96,0;96,0;96,0;96,0;96,0;96,0;96,0;96,0;96,0;96,0;96,0;96,0;96,0;669,0;96,0;96,0;96,0;96,0;96,0;96,0;96,0;96,0;96,0;96,0
392;0;0;0;1;1;1;0;0;1;0;1;0,3482054248490711;;152,0;152,0;743,0;153,0;461,0;428,0;389,0;387,0;13,0;428,0;472,0;461,0;461,0;389,0;389,0;13,0;13,0;152,0;389,0;837,0;4,0;428,0;743,0;13,0;648,0;428,0;428,0;13,0;13,0;428,0;296,0;837,0;387,0;428,0;389,0;461,0;387,0;389,0;389,0;461,0;461,0
393;1;0;0;0;1;1;0;0;1;1;0;0,41284575561868414;;;;309,0;;;;309,0;;;383,0;309,0;;;;383,0;;;;309,0;;;;383,0;;;;383,0;;;;383,0;;;;309,0;;;;383,0;;
394;1;0;1;0;1;0;0;0;1;1;0;0,4160614695610928;;937,0;295,0;;473,0;473,0;295,0;;169,0;169,0;295,0;;169,0;166,0;295,0;;94,0;169,0;;;473,0;94,0;295,0;;372,0;94,0;;;372,0;94,0;295,0;;372,0;94,0;;;94,0;169,0;;;372,0;372,0
395;1;0;0;1;0;0;0;0;0;0;0;0,2585000282574673;;;616,0;;;;714,0;;;;616,0;;;;616,0;;;;;;;;;;;;;;;;616,0;;;;616,0;;;;616,0;;;
396;1;1;1;1;0;1;1;1;1;1;1;0,4961490324749242;590,0;507,0;889,0;590,0;590,0;507,0;889,0;590,0;;353,0;889,0;590,0;;507,0;889,0;590,0;507,0;859,0;889,0;590,0;507,0;507,0;507,0;590,0;;507,0;590,0;590,0;507,0;416,0;507,0;590,0;507,0;704,0;889,0;566,0;;19,0;889,0;566,0;;804,0
397;1;1;1;1;1;1;1;1;0;1;1;0,3494106857974581;;868,0;843,0;680,0;387,0;153,0;791,0;342,0;153,0;164,0;791,0;680,0;4,0;4,0;680,0;342,0;164,0;164,0;843,0;680,0;4,0;164,0;791,0;434,0;547,0;4,0;791,0;791,0;4,0;164,0;791,0;680,0;4,0;4,0;680,0;680,0;4,0;153,0;843,0;680,0;4,0;387,0
398;0;1;1;1;0;0;1;0;1;1;1;0,4031086637755839;711,0;558,0;711,0;711,0;600,0;600,0;711,0;711,0;600,0;600,0;711,0;711,0;600,0;600,0;711,0;711,0;600,0;600,0;711,0;711,0;600,0;600,0;711,0;711,0;600,0;600,0;711,0;711,0;600,0;600,0;711,0;711,0;600,0;600,0;711,0;711,0;600,0;600,0;711,0;711,0;600,0;600,0
399;0;1;0;0;1;1;1;0;1;1;0;0,3854680873078788;656,0;359,0;359,0;635,0;656,0;656,0;656,0;635,0;656,0;656,0;;;656,0;656,0;;635,0;656,0;656,0;;656,0;656,0;656,0;;635,0;656,0;656,0;656,0;359,0;656,0;656,0;359,0;635,0;656,0;656,0;;359,0;176,0;656,0;359,0;656,0;51,0;656,0
400;0;1;0;0;1;1;0;0;1;1;0;0,3780339098838451;;;;;8,0;;;;;73,0;;;;8,0;;;;;;;;73,0;;;73,0;8,0;;;;8,0;;;;8,0;;;29,0;;;;;29,0
401;1;0;0;1;0;1;1;1;0;0;0;0,33561597962499;;;;226,0;;;;226,0;;;;226,0;;;;299,0;;;;226,0;;706,0;;299,0;;635,0;;226,0;;635,0;;226,0;;;;299,0;;635,0;;226,0;;
402;0;1;1;1;0;1;1;0;0;0;0;0,2575450758264872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403;0;0;0;1;1;1;1;1;1;1;1;0,4747147381665226;;303,0;197,0;513,0;188,0;188,0;197,0;513,0;188,0;188,0;197,0;513,0;188,0;811,0;197,0;513,0;188,0;857,0;197,0;513,0;;857,0;197,0;513,0;188,0;188,0;303,0;513,0;;355,0;197,0;513,0;188,0;964,0;197,0;513,0;188,0;418,0;303,0;513,0;;188,0
404;1;1;0;0;1;0;0;1;0;0;0;0,28273394101160343;;;658,0;658,0;570,0;570,0;658,0;658,0;646,0;78,0;658,0;658,0;570,0;570,0;658,0;658,0;646,0;570,0;658,0;658,0;49,0;777,0;658,0;658,0;777,0;570,0;658,0;658,0;646,0;570,0;658,0;658,0;570,0;646,0;658,0;658,0;646,0;49,0;658,0;658,0;570,0;570,0
405;0;0;1;0;0;0;1;0;0;1;1;0,3182543584052681;758,0;758,0;758,0;758,0;758,0;864,0;758,0;91,0;864,0;758,0;758,0;758,0;758,0;894,0;758,0;758,0;758,0;864,0;758,0;758,0;894,0;758,0;758,0;91,0;758,0;758,0;758,0;91,0;758,0;758,0;758,0;758,0;864,0;864,0;758,0;758,0;758,0;894,0;895,0;91,0;864,0;758,0
406;0;0;0;0;1;0;1;0;0;0;0;0,2458925481663384;;587,0;;872,0;;;;587,0;;;;587,0;;;;872,0;;;;587,0;;;;587,0;;;;587,0;;;;872,0;;;;872,0;;;;872,0;;
407;0;0;1;0;1;0;0;1;0;0;1;0,3101322087351868;536,0;536,0;536,0;908,0;536,0;536,0;536,0;908,0;536,0;536,0;536,0;908,0;536,0;536,0;536,0;908,0;536,0;536,0;536,0;908,0;536,0;536,0;536,0;908,0;536,0;536,0;536,0;908,0;536,0;536,0;536,0;908,0;536,0;536,0;536,0;908,0;536,0;536,0;536,0;908,0;536,0;536,0
408;1;1;1;1;0;1;0;1;0;1;0;0,3639364939103119;;63,0;238,0;238,0;316,0;316,0;;238,0;316,0;316,0;;238,0;316,0;316,0;306,0;238,0;316,0;316,0;;63,0;316,0;316,0;;238,0;316,0;316,0;;63,0;316,0;316,0;306,0;94,0;316,0;316,0;306,0;238,0;316,0;316,0;;63,0;316,0;316,0
409;0;1;0;0;1;0;1;1;0;0;0;0,2814705867636082;;;376,0;;;652,0;;;;570,0;;;;78,0;;;;652,0;;;;652,0;;;;652,0;;;;78,0;;;;78,0;;;;;;;;
410;1;1;0;1;1;1;0;1;1;1;1;0,4494384040204485;;708,0;443,0;192,0;116,0;116,0;443,0;586,0;755,0;755,0;565,0;586,0;755,0;755,0;565,0;331,0;116,0;755,0;565,0;331,0;755,0;116,0;331,0;331,0;755,0;755,0;443,0;708,0;116,0;755,0;565,0;708,0;755,0;755,0;565,0;586,0;116,0;116,0;443,0;586,0;116,0;755,0
411;1;1;1;0;0;1;0;1;0;0;0;0,32586903025945435;;135,0;667,0;135,0;537,0;85,0;667,0;135,0;224,0;224,0;667,0;135,0;85,0;240,0;667,0;135,0;135,0;224,0;667,0;135,0;135,0;240,0;667,0;135,0;85,0;537,0;667,0;135,0;85,0;696,0;667,0;135,0;224,0;696,0;667,0;135,0;537,0;85,0;667,0;135,0;224,0;240,0
412;1;1;1;0;0;0;1;1;1;0;1;0,4422614596853989;131,0;131,0;131,0;131,0;349,0;131,0;131,0;131,0;131,0;243,0;131,0;131,0;349,0;349,0;131,0;131,0;131,0;243,0;131,0;131,0;131,0;131,0;900,0;131,0;349,0;131,0;131,0;131,0;131,0;131,0;102,0;131,0;131,0;349,0;131,0;131,0;243,0;349,0;102,0;967,0;131,0;349,0
413;1;0;0;0;1;0;1;1;1;1;0;0,4806903601133927;;211,0;297,0;;780,0;780,0;297,0;;939,0;842,0;297,0;;598,0;842,0;584,0;623,0;939,0;929,0;297,0;;598,0;939,0;297,0;297,0;598,0;780,0;918,0;;939,0;842,0;297,0;;939,0;929,0;297,0;297,0;780,0;637,0;562,0;;780,0;939,0
414;0;1;0;0;1;1;0;0;1;1;0;0,3780339098838451;;;;;496,0;496,0;;;73,0;496,0;;;653,0;496,0;;;73,0;8,0;;;496,0;29,0;;;29,0;29,0;;;29,0;73,0;;;496,0;29,0;;;73,0;630,0;;;8,0;496,0
415;0;0;1;1;0;0;1;1;0;1;0;0,3764646208432639;;;;;;;;;;;;962,0;;;962,0;962,0;;;;962,0;;;;;;;962,0;;;;962,0;962,0;;;;657,0;;;;;;
416;0;0;1;0;1;1;0;1;1;1;0;0,4906729004910385;;;227,0;227,0;297,0;111,0;673,0;227,0;297,0;297,0;227,0;673,0;;171,0;673,0;227,0;;20,0;939,0;673,0;;297,0;562,0;673,0;;289,0;673,0;673,0;297,0;396,0;227,0;592,0;297,0;297,0;673,0;673,0;297,0;171,0;227,0;673,0;297,0;776,0
417;0;0;1;1;0;0;1;0;0;0;0;0,26917906369230765;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0;851,0
418;0;0;0;1;0;0;0;1;1;1;0;0,4785404781052113;;597,0;289,0;597,0;842,0;939,0;289,0;289,0;780,0;929,0;289,0;767,0;939,0;939,0;597,0;597,0;842,0;842,0;776,0;597,0;842,0;842,0;767,0;289,0;842,0;939,0;289,0;597,0;780,0;780,0;289,0;767,0;780,0;842,0;289,0;289,0;842,0;403,0;289,0;767,0;939,0;677,0
419;1;1;0;1;1;0;0;1;1;1;0;0,4375982832261691;40,0;40,0;40,0;40,0;489,0;910,0;40,0;40,0;40,0;910,0;40,0;40,0;910,0;978,0;280,0;40,0;978,0;978,0;280,0;40,0;489,0;910,0;40,0;40,0;489,0;489,0;280,0;40,0;40,0;489,0;40,0;40,0;910,0;978,0;280,0;374,0;489,0;489,0;40,0;374,0;489,0;40,0
420;0;1;1;0;0;1;1;1;0;0;0;0,3245001325282117;85,0;85,0;537,0;85,0;240,0;537,0;85,0;537,0;537,0;240,0;85,0;537,0;224,0;696,0;85,0;85,0;224,0;696,0;537,0;85,0;696,0;537,0;85,0;537,0;537,0;240,0;537,0;537,0;224,0;85,0;537,0;537,0;696,0;537,0;85,0;85,0;696,0;537,0;537,0;537,0;240,0;224,0
421;1;1;1;1;0;0;0;0;0;0;1;0,24964541940757054;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0;977,0
422;1;1;0;0;0;1;0;0;0;1;0;0,29384774361311594;;652,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;0;0;0;1;1;1;0;1;0;1;0;0,34431077945092703;;;476,0;;476,0;476,0;476,0;;476,0;476,0;476,0;;476,0;476,0;476,0;;476,0;476,0;476,0;;476,0;476,0;476,0;;476,0;476,0;476,0;;476,0;476,0;476,0;;476,0;476,0;476,0;;476,0;476,0;476,0;;476,0;476,0
424;0;0;0;0;1;1;0;1;0;0;0;0,30730435439882;728,0;728,0;728,0;728,0;475,0;728,0;728,0;728,0;728,0;728,0;728,0;728,0;922,0;728,0;728,0;728,0;728,0;728,0;728,0;728,0;728,0;475,0;728,0;728,0;728,0;728,0;728,0;728,0;728,0;728,0;728,0;728,0;475,0;728,0;728,0;728,0;922,0;728,0;728,0;728,0;728,0;475,0
425;1;0;0;0;1;0;1;0;0;0;0;0,2529570739364164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
